what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1437056987920
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437056996459
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1437057115368
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057115467
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057138183
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057213810
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437057256377
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057325480
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057348455
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057357168
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057367002
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057377238
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057403367
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057420453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057426686
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057471172
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1437057471513
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057488170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057495980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057500444
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057512556
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057519793
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057538710
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437057549880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057553077
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437057554115
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437057556857
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057564090
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057564987
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057567083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057573396
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057578453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057580414
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057588823
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057593943
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057837374
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437057839065
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437057840659
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437057844754
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437057847956
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057849231
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057888246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057892979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057903909
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1437057904522
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1437057907617
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057908544
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437057990838
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058009921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058086916
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1437058096876
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1437058096883
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1437058097287
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1437058097307
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1437058097329
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1437058097343
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1437058097347
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058097492
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1437058097553
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1437058097558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058103626
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1437058103693
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1437058107362
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1437058108823
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058113221
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1437058114079
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1437058116638
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1437058121546
error,log,,,"Unable to read repository at http://marketplace.eclipse.org/marketplace-client-intro?mpc_install=97265.",1437058125387
error,log,,,"Unable to read repository at http://marketplace.eclipse.org/marketplace-client-intro?mpc_install=97265.",1437058128952
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058141420
error,log,,,"Unable to read repository at http://marketplace.eclipse.org/marketplace-client-intro?mpc_install=97265.",1437058141567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058141605
error,log,,,"Unable to read repository at http://marketplace.eclipse.org/marketplace-client-intro?mpc_install=97265.",1437058158813
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1437058159093
error,log,,,"Unable to read repository at http://marketplace.eclipse.org/marketplace-client-intro?mpc_install=97265.",1437058165372
error,log,,,"Unable to read repository at http://marketplace.eclipse.org/marketplace-client-intro?mpc_install=97265.",1437058183625
error,log,,,"Unable to read repository at http://marketplace.eclipse.org/marketplace-client-intro?mpc_install=97265.",1437058191799
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058217158
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058227762
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058227934
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1437058228006
started,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1437058231453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058231899
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1437058255808
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1437058262358
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1437058262361
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1437058262381
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058262489
executed,command,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1437058262567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058262944
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.200.v20100505,"org.eclipse.equinox.frameworkadmin.equinox",1437058270724
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058274563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058274638
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058274928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058277511
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437058277699
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1437058278189
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1437058278190
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1437058278191
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1437058278191
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1437058278191
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1437058278193
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1437058278193
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1437058278193
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1437058278194
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1437058278194
stopped,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1437058278194
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1437058278195
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1437058278196
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1437058278202
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1437058278203
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1437058278204
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1437058278205
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1437058278207
stopped,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1437058278207
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1437058278209
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1437058278209
stopped,bundle,org.eclipse.m2e.core.ui,1.0.200.20111228-1245,"org.eclipse.m2e.core.ui",1437058278210
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1437058278210
stopped,bundle,org.eclipse.m2e.core,1.0.200.20111228-1245,"org.eclipse.m2e.core",1437058278210
stopped,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1437058278212
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1437058278212
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1437058278212
